Datetime;P;L;T
01.01.01 1:30:10;0,5;18,782;59,371
01.01.01 1:30:20;8,1;19,651;60,286
01.01.01 1:30:30;12;19,335;59,65
01.01.01 1:30:40;2,1;19,363;58,825
01.01.01 1:30:50;2;18,568;57,558
01.01.01 1:31:00;10,1;19,383;55,326
01.01.01 1:31:10;10;19,251;55,395
01.01.01 1:31:20;2,3;19,506;55,955
01.01.01 1:31:30;7,9;17,94;54,915
01.01.01 1:31:40;7,3;18,109;55,688
01.01.01 1:31:50;2,2;18,602;52,373
01.01.01 1:32:00;11,4;19,62;53,601
01.01.01 1:32:10;0,1;18,495;52,469
01.01.01 1:32:20;11,8;18,424;52,021
01.01.01 1:32:30;6;19,571;52,262
01.01.01 1:32:40;11,2;18,829;52,268
01.01.01 1:32:50;3,4;17,915;51,576
01.01.01 1:33:00;11;19,364;51,027
01.01.01 1:33:10;10,6;18,379;50,679
01.01.01 1:33:20;2,9;19,189;49,966
01.01.01 1:33:30;11,1;19,086;47,182
01.01.01 1:33:40;10;18,782;49,383
01.01.01 1:33:50;3,4;19,477;46,387
01.01.01 1:34:00;6,8;18,103;48,152
01.01.01 1:34:10;4,4;18,541;46,233
01.01.01 1:34:20;8,1;19,076;46,903
01.01.01 1:34:30;11,6;17,895;46,974
01.01.01 1:34:40;4,7;18,23;45,532
01.01.01 1:34:50;4,9;19,235;45,469
01.01.01 1:35:00;9,6;17,969;43,815
01.01.01 1:35:10;0,6;18,259;43,808
01.01.01 1:35:20;0;18,872;42,218
01.01.01 1:35:30;3,2;17,82;42,963
01.01.01 1:35:40;10,5;18,929;43,255
01.01.01 1:35:50;11;18,045;41,432
01.01.01 1:36:00;2,4;19,683;43,007
01.01.01 1:36:10;3,5;19,368;41,041
01.01.01 1:36:20;10,7;18,497;39,93
01.01.01 1:36:30;0,7;18,53;41,567
01.01.01 1:36:40;4,1;19,321;39,878
01.01.01 1:36:50;1;19,207;40,854
01.01.01 1:37:00;4,3;18,638;39,497
01.01.01 1:37:10;7,4;18,578;37,841
01.01.01 1:37:20;0,7;18,283;37,84
01.01.01 1:37:30;2,9;19,29;37,434
01.01.01 1:37:40;10,2;18,222;37,664
01.01.01 1:37:50;2;97,807;38,264
01.01.01 1:38:00;3,9;93,439;36,839
01.01.01 1:38:10;0,8;90,321;37,434
01.01.01 1:38:20;8,2;93,083;37,072
01.01.01 1:38:30;3,1;96,469;36,827
01.01.01 1:38:40;11;92,364;36,471
01.01.01 1:38:50;8,4;94,765;34,895
01.01.01 1:39:00;2,5;96,757;35,653
01.01.01 1:39:10;5,8;95,836;35,457
01.01.01 1:39:20;9,4;97,141;34,624
01.01.01 1:39:30;3,7;92,431;34,024
01.01.01 1:39:40;11,1;90;34,155
01.01.01 1:39:50;4,6;95,812;32,189
01.01.01 1:40:00;7,3;91,156;33,552
01.01.01 1:40:10;1,6;95,888;32,661
01.01.01 1:40:20;5,4;95,414;32,885
01.01.01 1:40:30;8,6;91,308;32,475
01.01.01 1:40:40;6,3;97,203;32,085
01.01.01 1:40:50;3;92,853;31,613
01.01.01 1:41:00;4,4;97,58;31,097
01.01.01 1:41:10;8,8;96,123;30,149
01.01.01 1:41:20;3,6;93,508;30,287
01.01.01 1:41:30;5,6;93,843;30,539
01.01.01 1:41:40;3,9;94,037;30,353
01.01.01 1:41:50;0,5;89,456;29,621
01.01.01 1:42:00;1118,8;90,248;29,808
01.01.01 1:42:10;1116,4;91,037;30,465
01.01.01 1:42:20;1125,2;97,12;31,822
01.01.01 1:42:30;1070,9;96,067;32,338
01.01.01 1:42:40;1144,4;91,821;31,257
01.01.01 1:42:50;1114,9;89,971;33,14
01.01.01 1:43:00;1140,6;93,209;34,156
01.01.01 1:43:10;1110,4;89,828;34,438
01.01.01 1:43:20;1087;92,538;34,077
01.01.01 1:43:30;1078,8;92,509;35,351
01.01.01 1:43:40;1121,9;94,589;36,305
01.01.01 1:43:50;1144;89,501;35,682
01.01.01 1:44:00;1118,8;90,151;37,143
01.01.01 1:44:10;1116,9;89,798;37,881
01.01.01 1:44:20;1104,8;94,338;37,251
01.01.01 1:44:30;1128,7;98,165;38,633
01.01.01 1:44:40;1105,4;91,285;37,471
01.01.01 1:44:50;1116,7;89,449;38,561
01.01.01 1:45:00;1121,4;92,159;39,045
01.01.01 1:45:10;1127,9;94,019;40,719
01.01.01 1:45:20;1103,8;93,42;39,72
01.01.01 1:45:30;1143,9;95,251;41,679
01.01.01 1:45:40;1073,6;90,676;40,493
01.01.01 1:45:50;1094,8;90,986;40,898
01.01.01 1:46:00;1078,4;94,109;42,605
01.01.01 1:46:10;1105,9;98,076;42,439
01.01.01 1:46:20;1135,3;97,103;42,665
01.01.01 1:46:30;1074,5;93,559;43,464
01.01.01 1:46:40;1131,2;95,513;42,922
01.01.01 1:46:50;1089,4;98,42;44,281
01.01.01 1:47:00;1135,6;96,929;44,89
01.01.01 1:47:10;1128,3;95,503;45,32
01.01.01 1:47:20;1089,1;96,72;46,036
01.01.01 1:47:30;1114,2;90,657;46,868
01.01.01 1:47:40;1114,3;97,724;45,164
01.01.01 1:47:50;1135,7;94,845;45,408
01.01.01 1:48:00;1127,8;89,089;46,387
01.01.01 1:48:10;1081,5;96,298;46,191
01.01.01 1:48:20;1087,9;96,296;47,457
01.01.01 1:48:30;1125,7;97,27;47,623
01.01.01 1:48:40;1113,3;93,412;49,462
01.01.01 1:48:50;1096;97,789;49,315
01.01.01 1:49:00;1120,3;96,711;50,571
01.01.01 1:49:10;1080,4;90,517;50,631
01.01.01 1:49:20;1120,4;97,746;49,281
01.01.01 1:49:30;1091,7;89,244;52,092
01.01.01 1:49:40;1090,5;89,772;51,845
01.01.01 1:49:50;1129,3;94,036;49,792
01.01.01 1:50:00;1136,8;97,216;51,523
01.01.01 1:50:10;1083,8;95,484;52,012
01.01.01 1:50:20;1084,3;90,291;53,111
01.01.01 1:50:30;1110,3;96,435;51,689
01.01.01 1:50:40;1127,3;89,566;53,766
01.01.01 1:50:50;1107,7;97,259;53,409
01.01.01 1:51:00;1077,5;97,775;54,025
01.01.01 1:51:10;1121;97,251;53,152
01.01.01 1:51:20;1079;97,447;55,685
01.01.01 1:51:30;1103,1;93,671;53,34
01.01.01 1:51:40;1098,3;95,808;54,614
01.01.01 1:51:50;1086,3;93,913;53,821
01.01.01 1:52:00;1113,3;90,959;54,747
01.01.01 1:52:10;1106,7;95,43;54,626
01.01.01 1:52:20;1097,1;94,661;57,075
01.01.01 1:52:30;1084,2;92,821;58,028
01.01.01 1:52:40;1092,9;96,921;55,291
01.01.01 1:52:50;1111,8;96,643;57,884
01.01.01 1:53:00;1110,5;91,739;56,313
01.01.01 1:53:10;1117,7;95,284;57,751
01.01.01 1:53:20;1109,1;96,634;59,067
01.01.01 1:53:30;1114,3;94,538;57,736
01.01.01 1:53:40;1082,9;97,384;60,067
01.01.01 1:53:50;1119,2;96,146;58,408
01.01.01 1:54:00;1102,4;94,105;58,732
01.01.01 1:54:10;1118,6;90,886;58,822
01.01.01 1:54:20;1115,7;90,166;58,918
01.01.01 1:54:30;1093,6;92,091;60,77
01.01.01 1:54:40;1086,8;90,226;61,886
01.01.01 1:54:50;1080,7;90,756;59,573
01.01.01 1:55:00;1101,4;98,356;62,451
01.01.01 1:55:10;1129,6;94,834;59,959
01.01.01 1:55:20;1121,4;93,993;59,932
01.01.01 1:55:30;1108,5;89,094;60,105
01.01.01 1:55:40;1071,9;90,595;62,351
01.01.01 1:55:50;1113,9;96,213;62,601
01.01.01 1:56:00;1109,9;89,641;63,756
01.01.01 1:56:10;1095,5;89,574;62,149
01.01.01 1:56:20;1138,5;95,533;62,003
01.01.01 1:56:30;1076,8;94,634;61,208
01.01.01 1:56:40;1125,9;95,933;61,907
01.01.01 1:56:50;1129,5;90,616;64,894
01.01.01 1:57:00;1571,5;89,521;65,728
01.01.01 1:57:10;1642,7;93,34;62,872
01.01.01 1:57:20;1641,8;96,383;66,422
01.01.01 1:57:30;1565,1;94,63;67,508
01.01.01 1:57:40;1585,7;97,52;64,905
01.01.01 1:57:50;1593,2;96,289;66,052
01.01.01 1:58:00;1613,8;93,748;68,138
01.01.01 1:58:10;1616,5;90,538;67,571
01.01.01 1:58:20;1557,5;93,083;69,441
01.01.01 1:58:30;1609,6;97,835;68,488
01.01.01 1:58:40;1580;92,971;71,38
01.01.01 1:58:50;1626,3;89,411;72,23
01.01.01 1:59:00;1590,5;95,861;70,8
01.01.01 1:59:10;1626,5;89,31;73,346
01.01.01 1:59:20;1635,7;91,873;71,306
01.01.01 1:59:30;1654;93,836;73,507
01.01.01 1:59:40;1596,6;91,919;71,946
01.01.01 1:59:50;1586,8;91,494;75,455
01.01.01 2:00:00;1560,6;93,124;74,226
01.01.01 2:00:10;1643,4;95,977;73,991
01.01.01 2:00:20;1633,5;91,587;74,554
01.01.01 2:00:30;1571,2;89,085;77,895
01.01.01 2:00:40;1585,1;92,676;75,968
01.01.01 2:00:50;1593,8;96,721;78,63
01.01.01 2:01:00;1578,6;93,417;75,494
01.01.01 2:01:10;1625,4;95,768;76,827
01.01.01 2:01:20;1581,9;89,271;78,619
01.01.01 2:01:30;1568;96,912;80,052
01.01.01 2:01:40;1650,7;94,379;78,878
01.01.01 2:01:50;1631,8;96,616;79,952
01.01.01 2:02:00;1559,5;89,302;81,363
01.01.01 2:02:10;1632;95,355;82,688
01.01.01 2:02:20;1631,3;95,032;81,997
01.01.01 2:02:30;1615;92,337;82,203
01.01.01 2:02:40;1598,3;98,39;80,743
01.01.01 2:02:50;1655,6;93,217;81,397
01.01.01 2:03:00;1560;95,36;84,551
01.01.01 2:03:10;1583,6;98,289;84,609
01.01.01 2:03:20;1620,5;98,19;85,354
01.01.01 2:03:30;1562,6;97,414;85,462
01.01.01 2:03:40;1600,4;95,964;85,104
01.01.01 2:03:50;1603,4;93,231;83,348
01.01.01 2:04:00;1643,4;95,32;87,036
01.01.01 2:04:10;1646,8;95,853;84,732
01.01.01 2:04:20;1584;95,503;84,222
01.01.01 2:04:30;1580,8;89,432;84,428
01.01.01 2:04:40;1567,4;90,791;86,527
01.01.01 2:04:50;1584,3;91,644;88,638
01.01.01 2:05:00;1403,1;90,652;89,765
01.01.01 2:05:10;1386,9;98,335;86,242
01.01.01 2:05:20;1422,6;89,649;86,333
01.01.01 2:05:30;1414,1;95,358;86,575
01.01.01 2:05:40;1428,7;96,455;87,108
01.01.01 2:05:50;1368,2;93,897;86,782
01.01.01 2:06:00;1440,5;93,01;88,669
01.01.01 2:06:10;1438,3;91,065;90,089
01.01.01 2:06:20;1376,6;90,465;90,604
01.01.01 2:06:30;1408;90,973;90,004
01.01.01 2:06:40;1409,9;89,418;87,832
01.01.01 2:06:50;1408,4;94,383;92,734
01.01.01 2:07:00;1397,3;91,095;92,613
01.01.01 2:07:10;1438,7;97,587;89,431
01.01.01 2:07:20;1433,5;91,942;90,822
01.01.01 2:07:30;1440,6;98,141;91,846
01.01.01 2:07:40;1387,2;93,161;93,486
01.01.01 2:07:50;1392,4;94,426;93,275
01.01.01 2:08:00;1368,8;89,933;91,147
01.01.01 2:08:10;1398,4;93,274;91,576
01.01.01 2:08:20;1377,2;94,681;91,465
01.01.01 2:08:30;1436,5;90,065;90,798
01.01.01 2:08:40;1367,7;98,145;93,57
01.01.01 2:08:50;1386,5;98,348;91,583
01.01.01 2:09:00;1384,6;98,388;92,824
01.01.01 2:09:10;1436,7;90,908;93,911
01.01.01 2:09:20;1385;93,167;91,421
01.01.01 2:09:30;1368,6;89,859;91,504
01.01.01 2:09:40;1401,4;96,302;92,727
01.01.01 2:09:50;1363,1;96,82;91,826
01.01.01 2:10:00;1450,7;89,811;92,626
01.01.01 2:10:10;1377,1;93,318;96,552
01.01.01 2:10:20;1408,4;91,616;95,097
01.01.01 2:10:30;1391,5;95,298;96,488
01.01.01 2:10:40;1418,8;96,025;91,718
01.01.01 2:10:50;1418,7;92,117;96,193
01.01.01 2:11:00;1438,6;96,88;94,579
01.01.01 2:11:10;1447,4;89,682;93,982
01.01.01 2:11:20;1449,9;96,934;94,327
01.01.01 2:11:30;1395,4;95,824;93,574
01.01.01 2:11:40;1402,7;95,899;95,762
01.01.01 2:11:50;1410,7;93,76;96,503
01.01.01 2:12:00;1444,3;94,937;94,416
01.01.01 2:12:10;1391,7;96,331;97,446
01.01.01 2:12:20;1371,3;96,683;97,444
01.01.01 2:12:30;1444,1;95,346;97,271
01.01.01 2:12:40;1441,2;97,442;94,613
01.01.01 2:12:50;1433,4;92,239;95,829
01.01.01 2:13:00;1408,6;92,659;95,461
01.01.01 2:13:10;1386,5;94,638;94,109
01.01.01 2:13:20;1399,7;90,813;96,735
01.01.01 2:13:30;1431;95,73;97,364
01.01.01 2:13:40;1392,9;97,144;97,664
01.01.01 2:13:50;1419,2;98,412;96,893
01.01.01 2:14:00;1438,4;96,008;98,914
01.01.01 2:14:10;1442,8;91,927;96,799
01.01.01 2:14:20;1361,9;92,498;97,68
01.01.01 2:14:30;1410,4;97,16;97,476
01.01.01 2:14:40;1387,6;93,174;95,585
01.01.01 2:14:50;1421,3;93,353;97,199
01.01.01 2:15:00;1440,6;91,15;100,262
01.01.01 2:15:10;1379,2;96,243;100,41
01.01.01 2:15:20;1450,4;95,911;95,695
01.01.01 2:15:30;1444,1;89,146;100,22
01.01.01 2:15:40;1379,8;96,799;99,382
01.01.01 2:15:50;1411,8;93,022;100,696
01.01.01 2:16:00;1433,5;97,737;95,953
01.01.01 2:16:10;1395;89,705;95,958
01.01.01 2:16:20;1364,7;90,81;97,386
01.01.01 2:16:30;9;89,95;95,485
01.01.01 2:16:40;9,7;91,871;96,383
01.01.01 2:16:50;0,7;96,549;97,852
01.01.01 2:17:00;9;94,179;93,035
01.01.01 2:17:10;8,8;98,266;91,977
01.01.01 2:17:20;1,1;96,744;91,22
01.01.01 2:17:30;2,6;95,073;91,667
01.01.01 2:17:40;2,2;97,632;91,416
01.01.01 2:17:50;10,8;91,715;90,797
01.01.01 2:18:00;1,5;91,371;88,42
01.01.01 2:18:10;7,1;93,82;89,542
01.01.01 2:18:20;3,5;42,19;88,569
01.01.01 2:18:30;10,3;40,309;85,522
01.01.01 2:18:40;7,2;40,379;86,005
01.01.01 2:18:50;4,8;41,277;86,618
01.01.01 2:19:00;1,1;42,255;83,04
01.01.01 2:19:10;7,8;39,456;82,983
01.01.01 2:19:20;11,7;42,127;84,203
01.01.01 2:19:30;8,6;42,062;82,17
01.01.01 2:19:40;3,4;38,674;80,18
01.01.01 2:19:50;7,5;39,059;82,179
01.01.01 2:20:00;0,2;42,512;81,387
01.01.01 2:20:10;7,8;41,736;76,459
01.01.01 2:20:20;6,1;41,074;77,655
01.01.01 2:20:30;10,6;39,215;76,243
01.01.01 2:20:40;7,5;40,341;78,092
01.01.01 2:20:50;4,6;40,5;75,536
01.01.01 2:21:00;5,2;42,469;73,121
01.01.01 2:21:10;9,3;42,506;74,502
01.01.01 2:21:20;10,9;40,091;73,632
01.01.01 2:21:30;10,9;41,733;74,394
01.01.01 2:21:40;4,7;38,641;70,796
01.01.01 2:21:50;8,4;42,357;70,058
01.01.01 2:22:00;8,5;39,109;70,539
01.01.01 2:22:10;4,4;38,906;70,899
01.01.01 2:22:20;6,9;41,409;67,647
01.01.01 2:22:30;4,4;39,55;67,614
01.01.01 2:22:40;4,8;41,871;66,394
01.01.01 2:22:50;12;40,506;66,336
01.01.01 2:23:00;1,5;38,887;65,399
01.01.01 2:23:10;2,4;40,196;67,078
01.01.01 2:23:20;3,8;38,928;63,385
01.01.01 2:23:30;2,1;41,582;64,607
01.01.01 2:23:40;1,9;38,778;62,657
01.01.01 2:23:50;4,9;39,071;62,158
01.01.01 2:24:00;1,1;41,492;61,66
01.01.01 2:24:10;4,5;40,271;63,329
01.01.01 2:24:20;10,3;42,265;62,133
01.01.01 2:24:30;9,7;39,536;59,626
01.01.01 2:24:40;8,2;42,619;59,125
01.01.01 2:24:50;0,4;39,389;60,002
01.01.01 2:25:00;0,8;40,275;58,255
01.01.01 2:25:10;12;41,543;57,073
01.01.01 2:25:20;8,8;38,784;57,638
01.01.01 2:25:30;8,7;42,383;56,292
01.01.01 2:25:40;1,6;39,384;54,965
01.01.01 2:25:50;8,5;38,958;54,435
01.01.01 2:26:00;5,8;41,516;54,96
01.01.01 2:26:10;8,6;40,089;54,22
01.01.01 2:26:20;10,7;41,438;54,111
01.01.01 2:26:30;11,8;40,972;54,951
01.01.01 2:26:40;10,3;39,525;52,909
01.01.01 2:26:50;4,7;39,481;52,56
01.01.01 2:27:00;1,5;41,503;51,016
01.01.01 2:27:10;10,3;39,73;51,378
01.01.01 2:27:20;8,3;38,677;51,754
01.01.01 2:27:30;2,8;40,358;51,705
01.01.01 2:27:40;10,2;40,601;50,548
01.01.01 2:27:50;9,8;40,55;49,353
01.01.01 2:28:00;7,3;38,663;47,993
01.01.01 2:28:10;9,2;41,023;46,995
01.01.01 2:28:20;0,8;40,552;48,325
01.01.01 2:28:30;11,9;39,181;48,847
01.01.01 2:28:40;10,4;38,87;45,711
01.01.01 2:28:50;0,6;42,096;46,569
01.01.01 2:29:00;7,3;41,022;45,958
01.01.01 2:29:10;4,9;40,21;44,968
01.01.01 2:29:20;1,3;40,28;44,503
01.01.01 2:29:30;2,4;38,836;44,228
01.01.01 2:29:40;8,7;40,33;43,314
01.01.01 2:29:50;8,3;41,588;43,477
01.01.01 2:30:00;8,2;39,364;44,262
01.01.01 2:30:10;5,4;41,377;43,1
01.01.01 2:30:20;8,6;42,418;43,315
01.01.01 2:30:30;3,6;39,112;41,37
01.01.01 2:30:40;5,7;40,894;41,944
01.01.01 2:30:50;11,1;42,073;40,139
01.01.01 2:31:00;9,6;40,173;39,936
01.01.01 2:31:10;3,6;41,522;41,202
01.01.01 2:31:20;4,5;41,743;39,08
01.01.01 2:31:30;3;40,9;39,006
01.01.01 2:31:40;2,1;40,995;38,286
01.01.01 2:31:50;1,6;32,519;37,791
01.01.01 2:32:00;1,7;30,908;39,363
01.01.01 2:32:10;10,1;32,211;37,931
01.01.01 2:32:20;3,1;31,631;36,916
01.01.01 2:32:30;4,9;30,958;37,372
01.01.01 2:32:40;2,5;31,627;36,412
01.01.01 2:32:50;5,9;29,837;37,172
01.01.01 2:33:00;5,1;30,96;35,566
01.01.01 2:33:10;9,8;30,291;35,206
01.01.01 2:33:20;4,7;30,856;36,335
01.01.01 2:33:30;6;31,534;35,557
01.01.01 2:33:40;4,5;32,392;35,515
01.01.01 2:33:50;2,7;30,082;33,904
01.01.01 2:34:00;6,3;30,352;34,254
01.01.01 2:34:10;8,4;29,974;34,541
01.01.01 2:34:20;5,2;30,612;33,331
01.01.01 2:34:30;1,5;32,167;32,776
01.01.01 2:34:40;9,2;29,716;32,171
01.01.01 2:34:50;6;31,665;33,016
01.01.01 2:35:00;4,6;30,796;32,561
01.01.01 2:35:10;11,3;32,111;31,991
01.01.01 2:35:20;11,5;30,52;31,126
01.01.01 2:35:30;1,9;29,81;30,292
01.01.01 2:35:40;0,7;31,659;30,403
01.01.01 2:35:50;3,1;30,776;29,776
01.01.01 2:36:00;5,9;31,278;30,22
01.01.01 2:36:10;6,7;32,615;30,631
01.01.01 2:36:20;0,6;31,232;30,118
01.01.01 2:36:30;4;31,708;29,687
01.01.01 2:36:40;11,5;30,006;29,602
01.01.01 2:36:50;6,6;30,441;29,471
01.01.01 2:37:00;8,6;31,304;28,283
01.01.01 2:37:10;8,3;32,336;27,689
01.01.01 2:37:20;3,1;29,746;27,99
01.01.01 2:37:30;9,2;30,088;27,505
01.01.01 2:37:40;6,9;30,679;26,592
01.01.01 2:37:50;9,1;31,652;27,378
01.01.01 2:38:00;2,7;30,939;26,014
01.01.01 2:38:10;10,4;29,848;26,694
01.01.01 2:38:20;6,3;30,782;26,025
01.01.01 2:38:30;6,5;30,914;26,087
01.01.01 2:38:40;1,3;30,304;25,047
01.01.01 2:38:50;9,2;30,304;24,866
01.01.01 2:39:00;1,1;32,663;24,94
01.01.01 2:39:10;0,2;31,741;24,735
01.01.01 2:39:20;9,5;31,088;24,793
01.01.01 2:39:30;6,2;32,772;24,678
01.01.01 2:39:40;11,7;31,829;23,879
01.01.01 2:39:50;3,2;30,786;24,428
01.01.01 2:40:00;9,2;30,802;23,519
01.01.01 2:40:10;4,2;31,047;23,117
01.01.01 2:40:20;1;30,17;22,659
01.01.01 2:40:30;11,3;32,165;23,58
01.01.01 2:40:40;0,9;29,951;22,392
01.01.01 2:40:50;2,7;30,447;22,557
01.01.01 2:41:00;7,9;30,409;22,861
01.01.01 2:41:10;0,5;32,183;21,563
01.01.01 2:41:20;9,7;31,334;21,671
01.01.01 2:41:30;1,1;31,347;21,601
01.01.01 2:41:40;2;29,98;20,941
01.01.01 2:41:50;0,4;32,223;20,948
01.01.01 2:42:00;3,7;30,954;21,071
01.01.01 2:42:10;9;30,403;21,051
01.01.01 2:42:20;6,7;31,327;20,777
01.01.01 2:42:30;2,2;31,161;20,025
01.01.01 2:42:40;0,9;32,549;20,565
01.01.01 2:42:50;1,9;31,506;19,893
01.01.01 2:43:00;3,9;31,308;19,797
01.01.01 2:43:10;7,6;32,576;20,094
01.01.01 2:43:20;4,4;29,829;19,311
01.01.01 2:43:30;3,4;31,613;19,259
01.01.01 2:43:40;7,2;32,556;19,553
01.01.01 2:43:50;1,1;32,811;18,84
01.01.01 2:44:00;10,2;29,979;18,25
01.01.01 2:44:10;11,6;30,491;18,116
01.01.01 2:44:20;1,8;31,898;18,717
01.01.01 2:44:30;7,5;30,657;18,319
01.01.01 2:44:40;2,9;30,29;17,856
01.01.01 2:44:50;4,8;30,753;18,19
01.01.01 2:45:00;9,8;32,5;18,07
01.01.01 2:45:10;4,5;30,5;17,412
01.01.01 2:45:20;3,1;32,036;17,179
01.01.01 2:45:30;5;32,109;17,393
01.01.01 2:45:40;1,9;30,877;16,837
01.01.01 2:45:50;2,8;31,119;16,784
01.01.01 2:46:00;1;32,779;16,148
01.01.01 2:46:10;9,5;30,605;16,014
01.01.01 2:46:20;11,3;31,699;16,185
01.01.01 2:46:30;8,7;30,837;16,231
01.01.01 2:46:40;2,2;32,01;15,504
01.01.01 2:46:50;2,8;32,23;15,554
01.01.01 2:47:00;6,8;30,182;15,676
01.01.01 2:47:10;10,7;30,769;15,253
01.01.01 2:47:20;8,8;30,141;15,015
01.01.01 2:47:30;3,7;31,892;15,428
01.01.01 2:47:40;10,7;32,67;15,237
01.01.01 2:47:50;4,9;30,283;14,821
01.01.01 2:48:00;3,4;31,43;14,759
01.01.01 2:48:10;11,9;31,794;14,316
01.01.01 2:48:20;1,4;31,714;14,764
01.01.01 2:48:30;1,9;32,266;14,169
01.01.01 2:48:40;5,7;31,816;14,481
01.01.01 2:48:50;11,7;29,961;13,907
01.01.01 2:49:00;1,2;31,356;14,129
01.01.01 2:49:10;4,2;32,296;13,377
01.01.01 2:49:20;2;32,259;13,139
01.01.01 2:49:30;1,5;31,695;13,438
01.01.01 2:49:40;9;31,283;13,525
01.01.01 2:49:50;6,5;30,394;13,228
01.01.01 2:50:00;7,9;31,047;13,327
01.01.01 2:50:10;4,5;31,579;13,041
01.01.01 2:50:20;11,5;32,538;12,715
01.01.01 2:50:30;2145,8;32,745;17,953
01.01.01 2:50:40;2191,3;29,776;22,202
01.01.01 2:50:50;2111,6;32,331;27,325
01.01.01 2:51:00;2189,9;32,8;32,493
01.01.01 2:51:10;2178,9;31,917;37,203
01.01.01 2:51:20;2108,3;32,703;40,504
01.01.01 2:51:30;2209;30,864;45,953
01.01.01 2:51:40;2108,7;32,626;49,744
01.01.01 2:51:50;2134,6;32,011;56,323
01.01.01 2:52:00;2099;30,211;59,942
01.01.01 2:52:10;2154,8;30,664;64,285
01.01.01 2:52:20;2132,4;30,385;69,713
01.01.01 2:52:30;2177,9;31,716;74,219
01.01.01 2:52:40;2095,6;32,067;77,767
01.01.01 2:52:50;2120,3;32,802;83,595
01.01.01 2:53:00;2143,3;32,52;83,471
01.01.01 2:53:10;2102,1;32,187;89,815
01.01.01 2:53:20;2169;31,625;96,222
01.01.01 2:53:30;2198,5;30,045;96,953
01.01.01 2:53:40;7,6;32,489;98,394
01.01.01 2:53:50;5;31,293;93,793
01.01.01 2:54:00;0,2;30,16;93,059
01.01.01 2:54:10;11,2;31,098;96,944
01.01.01 2:54:20;0,3;29,983;93,36
01.01.01 2:54:30;8,7;30,997;92,418
01.01.01 2:54:40;3;30,353;91,343
01.01.01 2:54:50;8,9;32,094;91,092
01.01.01 2:55:00;10,1;32,084;87,618
01.01.01 2:55:10;6,8;32,303;90,096
01.01.01 2:55:20;2,2;31,813;87,539
01.01.01 2:55:30;7,2;31,248;85,575
01.01.01 2:55:40;0,5;6,513;86,083
01.01.01 2:55:50;1,7;6,116;87,433
01.01.01 2:56:00;4,4;6,013;86,929
01.01.01 2:56:10;11,8;6,04;83,25
01.01.01 2:56:20;6;6,551;84,661
01.01.01 2:56:30;5,4;6,311;80,363
01.01.01 2:56:40;3,7;6,442;83,449
01.01.01 2:56:50;9,7;6,161;82,109
01.01.01 2:57:00;8,4;6,483;78,056
01.01.01 2:57:10;4;6,272;77,449
01.01.01 2:57:20;10,8;6,149;77,075
01.01.01 2:57:30;11,9;6,337;75,133
01.01.01 2:57:40;6,7;6,407;75,849
01.01.01 2:57:50;3;6,006;74,604
01.01.01 2:58:00;11,1;6,061;74,195
01.01.01 2:58:10;10,9;5,99;75,056
01.01.01 2:58:20;2,2;6,198;72,437
