Datetime;P;L;T
01.01.01 2:58:30;6,9;6,066;73,328
01.01.01 2:58:40;1;6,38;73,325
01.01.01 2:58:50;2,5;6,153;70,138
01.01.01 2:59:00;6,8;6,239;69,248
01.01.01 2:59:10;4,7;6,183;68,013
01.01.01 2:59:20;9,5;6,186;70,927
01.01.01 2:59:30;10,6;6,367;67,281
01.01.01 2:59:40;11,6;6,408;65,702
01.01.01 2:59:50;5;5,949;67,189
01.01.01 3:00:00;6,4;6,058;66,161
01.01.01 3:00:10;5,9;6,103;64,145
01.01.01 3:00:20;10,8;6,294;66,319
01.01.01 3:00:30;7,6;6,557;63,617
01.01.01 3:00:40;9,2;6,01;64,656
01.01.01 3:00:50;11,4;6,13;64,752
01.01.01 3:01:00;2,7;6,122;63,426
01.01.01 3:01:10;10,5;6,502;62,777
01.01.01 3:01:20;5;5,961;62,879
01.01.01 3:01:30;3,2;6,21;61,115
01.01.01 3:01:40;9,7;6,152;58,919
01.01.01 3:01:50;7,5;6,135;61,095
01.01.01 3:02:00;10,1;6,09;57,165
01.01.01 3:02:10;11,4;6,271;59,631
01.01.01 3:02:20;0,1;6,144;56,625
01.01.01 3:02:30;4,5;6,197;56,225
01.01.01 3:02:40;10,6;6,282;55,422
01.01.01 3:02:50;9,9;6,079;57,185
01.01.01 3:03:00;10,8;6,023;55,382
01.01.01 3:03:10;2,3;6,302;53,868
01.01.01 3:03:20;2,3;6,342;53,26
01.01.01 3:03:30;3,8;6,516;53,813
01.01.01 3:03:40;10,4;6,252;53,879
01.01.01 3:03:50;4,6;6,102;51,275
01.01.01 3:04:00;10,8;6,327;51,422
01.01.01 3:04:10;6;6,116;50,215
01.01.01 3:04:20;8,1;5,998;51,611
01.01.01 3:04:30;9,7;6,428;50,792
01.01.01 3:04:40;4;6,029;49,346
01.01.01 3:04:50;9,3;6,351;50,065
01.01.01 3:05:00;10,7;6,541;48,649
01.01.01 3:05:10;9,7;6,057;48,601
01.01.01 3:05:20;7,7;6,398;47,185
01.01.01 3:05:30;3;6,026;48,253
01.01.01 3:05:40;10,2;6,471;48,36
01.01.01 3:05:50;5,4;6,283;47,15
01.01.01 3:06:00;5,1;6,395;45,369
01.01.01 3:06:10;10,8;5,983;46,682
01.01.01 3:06:20;5,6;6,229;45,792
01.01.01 3:06:30;6;6,093;44,951
01.01.01 3:06:40;9,6;6,154;44,281
01.01.01 3:06:50;1,5;6,295;45,165
01.01.01 3:07:00;7,9;6,028;44,605
01.01.01 3:07:10;1,4;6,252;42,365
01.01.01 3:07:20;0,4;5,956;42,568
01.01.01 3:07:30;2,2;6,323;43,22
01.01.01 3:07:40;8,8;6,098;42,395
01.01.01 3:07:50;0;6,247;40,682
01.01.01 3:08:00;6,7;6,427;39,852
01.01.01 3:08:10;6,8;6,476;40,099
01.01.01 3:08:20;10,8;6,024;39,646
01.01.01 3:08:30;0,5;6,44;40,114
01.01.01 3:08:40;0,7;6,194;38,235
01.01.01 3:08:50;12;6,053;38,706
01.01.01 3:09:00;11,6;6,157;39,395
01.01.01 3:09:10;6,3;6,27;38,168
01.01.01 3:09:20;11,7;6,511;37,072
01.01.01 3:09:30;11,6;6,499;37,503
01.01.01 3:09:40;4,7;6,036;36,1
01.01.01 3:09:50;4;6,215;37,469
01.01.01 3:10:00;2,5;6,07;35,771
01.01.01 3:10:10;7,1;5,973;35,413
01.01.01 3:10:20;10,1;6,033;35,251
01.01.01 3:10:30;1,4;6,252;34,899
01.01.01 3:10:40;1,4;6,219;34,878
01.01.01 3:10:50;11,6;6,337;34,734
01.01.01 3:11:00;7;6,542;33,296
01.01.01 3:11:10;7,5;6,172;34,085
01.01.01 3:11:20;8,9;5,959;34,077
01.01.01 3:11:30;9,6;6,205;33,299
01.01.01 3:11:40;7,3;6,35;32,662
01.01.01 3:11:50;12;5,944;32,217
01.01.01 3:12:00;2,2;6,448;32,894
01.01.01 3:12:10;6,7;6,497;31,514
01.01.01 3:12:20;3,4;6,229;31,018
01.01.01 3:12:30;11,6;6,053;30,337
01.01.01 3:12:40;9;6,336;30,047
01.01.01 3:12:50;11,7;6,319;29,725
01.01.01 3:13:00;0,2;6,506;30,057
01.01.01 3:13:10;2,8;6,059;29,128
01.01.01 3:13:20;5,6;6,387;30,137
01.01.01 3:13:30;7,4;6,362;29,964
01.01.01 3:13:40;6,2;6,094;29,469
01.01.01 3:13:50;2,2;6,123;28,821
01.01.01 3:14:00;7,3;6,019;29,042
01.01.01 3:14:10;6,6;6,098;27,51
01.01.01 3:14:20;3,6;6,114;28,368
01.01.01 3:14:30;9,2;6,115;27,157
01.01.01 3:14:40;5,4;6,51;27,218
01.01.01 3:14:50;7,5;5,998;26,916
01.01.01 3:15:00;5,4;6,097;27,519
01.01.01 3:15:10;2,6;5,999;25,9
01.01.01 3:15:20;4,5;6,134;25,729
01.01.01 3:15:30;8,7;6,435;26,394
01.01.01 3:15:40;0,5;6,428;25,587
01.01.01 3:15:50;10;6,394;25,811
01.01.01 3:16:00;3,2;6,084;25,596
01.01.01 3:16:10;3,4;6,122;25,582
01.01.01 3:16:20;1,6;6,403;24,51
01.01.01 3:16:30;11,7;5,96;24,933
01.01.01 3:16:40;6,1;6,212;23,721
01.01.01 3:16:50;7,4;6,56;23,909
01.01.01 3:17:00;11;6,468;24,416
01.01.01 3:17:10;5,3;6,362;24,202
01.01.01 3:17:20;0,4;6,214;22,963
01.01.01 3:17:30;1;6,412;22,745
01.01.01 3:17:40;8,9;6,019;22,724
01.01.01 3:17:50;5,6;6,069;22,873
01.01.01 3:18:00;10,6;6,528;22,031
01.01.01 3:18:10;11,4;6,388;22,102
01.01.01 3:18:20;10,7;6,257;21,852
01.01.01 3:18:30;6,1;5,977;21,803
01.01.01 3:18:40;7,1;6,162;22,097
01.01.01 3:18:50;3,1;6,031;20,872
01.01.01 3:19:00;6,7;6,187;20,973
01.01.01 3:19:10;1,2;6,448;21,408
01.01.01 3:19:20;6,3;6,148;20,97
01.01.01 3:19:30;8,7;6,377;20,563
01.01.01 3:19:40;4;6,31;19,674
01.01.01 3:19:50;11,9;6,054;20,446
01.01.01 3:20:00;11,8;6,076;20,134
01.01.01 3:20:10;5,7;6,276;19,613
01.01.01 3:20:20;0;6,094;19,452
01.01.01 3:20:30;1;6,039;19,678
01.01.01 3:20:40;9,6;6,166;19,544
01.01.01 3:20:50;5;6,302;19,109
01.01.01 3:21:00;0,4;6,013;18,747
01.01.01 3:21:10;7,7;6,21;18,545
01.01.01 3:21:20;0,9;6,403;18,247
01.01.01 3:21:30;3,2;6,113;18,034
01.01.01 3:21:40;3,9;6,277;18,122
01.01.01 3:21:50;1,5;6,304;18,204
01.01.01 3:22:00;1,7;6,242;17,543
01.01.01 3:22:10;3,4;6,342;17,771
01.01.01 3:22:20;6,1;6,327;16,884
01.01.01 3:22:30;7,2;6,021;17,196
01.01.01 3:22:40;10;6,07;16,893
01.01.01 3:22:50;11,7;6,491;16,762
01.01.01 3:23:00;1;6,153;16,613
01.01.01 3:23:10;4,2;6,463;16,629
01.01.01 3:23:20;6,3;6,093;16,075
01.01.01 3:23:30;10,4;6,336;15,948
01.01.01 3:23:40;2,2;6,206;15,684
01.01.01 3:23:50;10,4;6,247;15,581
01.01.01 3:24:00;9,2;6,076;15,376
01.01.01 3:24:10;2,4;6,28;15,084
01.01.01 3:24:20;11,9;6,147;15,072
01.01.01 3:24:30;0,3;6,322;15,065
01.01.01 3:24:40;3;5,995;14,842
01.01.01 3:24:50;9,9;5,986;14,669
01.01.01 3:25:00;10,2;5,977;14,577
01.01.01 3:25:10;9,1;6,445;14,396
01.01.01 3:25:20;9,8;6,247;14,209
01.01.01 3:25:30;1;6,214;14,541
01.01.01 3:25:40;6,1;6,081;14,259
01.01.01 3:25:50;2,4;6,015;13,702
01.01.01 3:26:00;10,6;6,376;14,019
01.01.01 3:26:10;4,8;6,152;13,892
01.01.01 3:26:20;10,3;6,461;13,329
01.01.01 3:26:30;0,6;6,46;13,248
01.01.01 3:26:40;1,5;6,442;13,113
01.01.01 3:26:50;10;6,528;13,152
01.01.01 3:27:00;8,5;6,395;12,694
01.01.01 3:27:10;5,9;6,127;13,043
01.01.01 3:27:20;6;6,143;12,965
01.01.01 3:27:30;10,1;6,24;12,559
01.01.01 3:27:40;3;6,169;12,212
01.01.01 3:27:50;9,1;6,385;12,195
01.01.01 3:28:00;9,9;6,336;11,95
01.01.01 3:28:10;2;5,989;12,474
01.01.01 3:28:20;4;6,366;11,943
01.01.01 3:28:30;1,2;6,144;11,789
01.01.01 3:28:40;5,2;6,483;11,794
01.01.01 3:28:50;2,1;84,863;11,571
01.01.01 3:29:00;6,3;81,71;11,422
01.01.01 3:29:10;3,5;78,359;11,152
01.01.01 3:29:20;4,5;84,353;11,098
01.01.01 3:29:30;5,9;79,014;10,881
01.01.01 3:29:40;0,5;83,455;10,986
01.01.01 3:29:50;2,3;84,104;10,728
01.01.01 3:30:00;10;81,059;11,107
01.01.01 3:30:10;3,7;83,878;10,481
01.01.01 3:30:20;7,1;78,991;10,53
01.01.01 3:30:30;0,6;79,484;10,33
01.01.01 3:30:40;2,3;82,349;10,735
01.01.01 3:30:50;5,3;77,921;10,429
01.01.01 3:31:00;7;82,902;10,062
01.01.01 3:31:10;3,1;82,702;10,387
01.01.01 3:31:20;5,2;80,379;9,918
01.01.01 3:31:30;2,7;77,336;10,147
01.01.01 3:31:40;11;83,578;9,617
01.01.01 3:31:50;8,4;81,332;9,982
01.01.01 3:32:00;6,9;84,722;9,541
01.01.01 3:32:10;7,7;82,631;9,453
01.01.01 3:32:20;7,5;77,192;9,388
01.01.01 3:32:30;5,9;82,832;9,565
01.01.01 3:32:40;8,6;84,192;8,999
01.01.01 3:32:50;2,1;84,162;9,189
01.01.01 3:33:00;4,7;82,752;9,019
01.01.01 3:33:10;4,6;83,641;9,235
01.01.01 3:33:20;6;82,183;8,871
01.01.01 3:33:30;11,1;83,879;8,906
01.01.01 3:33:40;0,6;82,829;8,826
01.01.01 3:33:50;1;77,505;8,716
01.01.01 3:34:00;10,2;83,34;8,781
01.01.01 3:34:10;5,6;80,89;8,317
01.01.01 3:34:20;1984,9;83,422;10,19
01.01.01 3:34:30;1961,9;82,215;11,637
01.01.01 3:34:40;1885,6;84,789;13,387
01.01.01 3:34:50;1927,1;83,71;14,93
01.01.01 3:35:00;1938,5;80,951;16,146
01.01.01 3:35:10;1909,1;81,959;18,429
01.01.01 3:35:20;1931,4;79,186;19,485
01.01.01 3:35:30;1878,7;80,996;20,994
01.01.01 3:35:40;1886,8;81,182;22,971
01.01.01 3:35:50;1889,9;82,056;23,655
01.01.01 3:36:00;1936,2;79,443;26,045
01.01.01 3:36:10;1957,3;80,359;27,603
01.01.01 3:36:20;1933,5;79,041;28,549
01.01.01 3:36:30;1936,8;84,805;29,966
01.01.01 3:36:40;1983;83,929;32,432
01.01.01 3:36:50;1967,5;84,072;32,998
01.01.01 3:37:00;1928,7;83,916;33,928
01.01.01 3:37:10;1889,2;81,66;35,175
01.01.01 3:37:20;1958,7;84,53;38,183
01.01.01 3:37:30;1891,6;81,142;38,77
01.01.01 3:37:40;1976,6;79,331;39,774
01.01.01 3:37:50;1977,3;79,421;41,403
01.01.01 3:38:00;1923,5;78,127;43,263
01.01.01 3:38:10;1945,1;80,221;45,175
01.01.01 3:38:20;1874,6;82,913;45,124
01.01.01 3:38:30;1956,3;81,291;45,925
01.01.01 3:38:40;1923,9;78,32;49,095
01.01.01 3:38:50;1949,9;82,848;49,146
01.01.01 3:39:00;1912,5;80,529;50,989
01.01.01 3:39:10;1937,7;80,659;52,5
01.01.01 3:39:20;1948,8;81,252;52,075
01.01.01 3:39:30;1971,6;81,748;55,437
01.01.01 3:39:40;1928,4;82,533;54,645
01.01.01 3:39:50;1976;80,749;58,13
01.01.01 3:40:00;1943,8;78,141;56,207
01.01.01 3:40:10;1890,2;81,203;58,612
01.01.01 3:40:20;1889,2;77,606;59,686
01.01.01 3:40:30;1935,7;80,776;62,416
01.01.01 3:40:40;1939,6;78,436;63,33
01.01.01 3:40:50;1889,9;81,037;62,088
01.01.01 3:41:00;1962,4;77,249;64,431
01.01.01 3:41:10;1951,9;78,727;67,129
01.01.01 3:41:20;1976,7;82,384;65,833
01.01.01 3:41:30;1891,7;82,275;68,622
01.01.01 3:41:40;1924,2;79,145;67,471
01.01.01 3:41:50;1955,8;80,766;70,09
01.01.01 3:42:00;1894,7;79,148;68,921
01.01.01 3:42:10;1895,1;81,46;70,857
01.01.01 3:42:20;1965,8;77,199;72,26
01.01.01 3:42:30;1897,7;78,412;73,108
01.01.01 3:42:40;1920,1;81,727;75,107
01.01.01 3:42:50;1927,3;78,828;75,574
01.01.01 3:43:00;1875,5;79,197;75,179
01.01.01 3:43:10;1955,4;77,418;78,034
01.01.01 3:43:20;1928,5;78,935;81,333
01.01.01 3:43:30;1936,6;81,601;77,63
01.01.01 3:43:40;1943,5;79,319;80,574
01.01.01 3:43:50;1949,5;79,022;80,729
01.01.01 3:44:00;1974,5;80,814;85,066
01.01.01 3:44:10;1974,7;78,296;83,891
01.01.01 3:44:20;1935,3;77,475;84,232
01.01.01 3:44:30;1885,1;78,426;84,25
01.01.01 3:44:40;1939,3;77,964;86,714
01.01.01 3:44:50;1886,8;83,132;86,088
01.01.01 3:45:00;1909,3;84,459;89,12
01.01.01 3:45:10;1956,8;77,798;87,288
01.01.01 3:45:20;1978,5;83,59;87,971
01.01.01 3:45:30;1899,7;78,88;90,281
01.01.01 3:45:40;1982,8;85,288;93,995
01.01.01 3:45:50;1890,1;79,39;95,077
01.01.01 3:46:00;1949,4;80,278;95,973
01.01.01 3:46:10;1906,2;80,195;92,805
01.01.01 3:46:20;1872,8;78,454;92,03
01.01.01 3:46:30;1925,6;82,34;94,122
01.01.01 3:46:40;1969,4;82,681;96,746
01.01.01 3:46:50;1973,7;81,567;95,334
01.01.01 3:47:00;1953,8;80,734;99,977
01.01.01 3:47:10;1966,2;80,313;98,159
01.01.01 3:47:20;7,9;83,179;95,975
01.01.01 3:47:30;7,1;83,092;94,262
01.01.01 3:47:40;1;82,924;93,631
01.01.01 3:47:50;6,8;84,693;92,525
01.01.01 3:48:00;10,7;78,262;93,667
01.01.01 3:48:10;5,9;78,916;95,648
01.01.01 3:48:20;1,3;77,416;90,915
01.01.01 3:48:30;0;84,557;91,098
01.01.01 3:48:40;3,6;79,073;90,994
01.01.01 3:48:50;0,3;80,824;88,857
01.01.01 3:49:00;3,7;79,31;89,386
01.01.01 3:49:10;5,5;78,413;89,665
01.01.01 3:49:20;5,4;80,035;87,586
01.01.01 3:49:30;4,5;78,098;84,574
01.01.01 3:49:40;5,3;83,513;84,836
01.01.01 3:49:50;9,2;85,138;81,666
01.01.01 3:50:00;5,3;81,566;84,505
01.01.01 3:50:10;1,7;77,526;82,843
01.01.01 3:50:20;1,5;84,333;81,848
01.01.01 3:50:30;5,1;79,221;78,445
01.01.01 3:50:40;7,6;81,353;78,341
01.01.01 3:50:50;6,5;81,894;78,731
01.01.01 3:51:00;4,4;78,302;76,716
01.01.01 3:51:10;7,4;79,344;75,316
01.01.01 3:51:20;0,9;81,406;75,139
01.01.01 3:51:30;7,3;80,148;74,913
01.01.01 3:51:40;5;84,261;76,39
01.01.01 3:51:50;10;81,866;76,241
01.01.01 3:52:00;5,8;77,701;73,454
01.01.01 3:52:10;1,4;79,236;72,854
01.01.01 3:52:20;9;84,715;73,915
01.01.01 3:52:30;6,4;81,025;73,512
01.01.01 3:52:40;6,2;80,972;69,312
01.01.01 3:52:50;3,9;84,53;72,131
01.01.01 3:53:00;10,4;83,889;67,892
01.01.01 3:53:10;0,8;79,678;67,944
01.01.01 3:53:20;9;78,341;66,415
01.01.01 3:53:30;11,1;81,782;66,491
01.01.01 3:53:40;8,2;77,563;67,376
01.01.01 3:53:50;1,3;81,131;65,569
01.01.01 3:54:00;0;79,607;65,518
01.01.01 3:54:10;2,2;79,254;63,774
01.01.01 3:54:20;2,4;80,81;63,348
01.01.01 3:54:30;11,5;78,487;63,464
01.01.01 3:54:40;1801,6;81,407;62,704
01.01.01 3:54:50;1747,3;83,011;63,378
01.01.01 3:55:00;1728,6;77,649;67,376
01.01.01 3:55:10;1798,5;82,809;65,269
01.01.01 3:55:20;1773,6;78,247;69,539
01.01.01 3:55:30;1760,1;79,082;68,541
01.01.01 3:55:40;1800,8;84,737;68,16
01.01.01 3:55:50;1789,7;81,583;71,114
01.01.01 3:56:00;1724,9;78,6;70,196
01.01.01 3:56:10;1788,5;85,284;70,645
01.01.01 3:56:20;1730,8;82,287;71,873
01.01.01 3:56:30;1773,3;80,406;74,039
01.01.01 3:56:40;1777,7;81,796;76,137
01.01.01 3:56:50;1752,2;85,295;75,689
01.01.01 3:57:00;1726;80,156;76,863
01.01.01 3:57:10;1757;77,441;77,646
01.01.01 3:57:20;1765,7;78,222;79,483
01.01.01 3:57:30;1752,8;83,265;78,28
01.01.01 3:57:40;1707,6;83,924;79,638
01.01.01 3:57:50;1742,4;84,715;82,624
01.01.01 3:58:00;1777,3;84,917;79,621
01.01.01 3:58:10;1708,5;84,186;84,361
01.01.01 3:58:20;1775,4;79,68;84,357
01.01.01 3:58:30;1733,6;78,681;82,586
01.01.01 3:58:40;1766,1;80,46;85,114
01.01.01 3:58:50;1785,6;82,28;83,97
01.01.01 3:59:00;1758,8;79,007;88,502
01.01.01 3:59:10;1773,8;80,31;86,243
01.01.01 3:59:20;1701,3;79,533;86,231
01.01.01 3:59:30;1745,5;83,359;90,229
01.01.01 3:59:40;1693,9;83,747;87,154
01.01.01 3:59:50;1797,6;79,733;88,025
01.01.01 4:00:00;1735,5;81,147;92,874
01.01.01 4:00:10;1741,1;80,034;90,991
01.01.01 4:00:20;1718,9;82,024;90,279
01.01.01 4:00:30;1792;83,723;91,25
01.01.01 4:00:40;1737,5;80,228;91,248
01.01.01 4:00:50;1742,6;78,687;94,276
01.01.01 4:01:00;1782,6;78,58;92,678
01.01.01 4:01:10;1726,5;84,809;97,554
01.01.01 4:01:20;1706,1;83,54;97,609
01.01.01 4:01:30;1788,8;83,044;96,351
01.01.01 4:01:40;1748,3;79,17;99,211
01.01.01 4:01:50;1777,6;81,346;97,199
01.01.01 4:02:00;1741,1;83,842;100,307
01.01.01 4:02:10;1704,8;84,943;99,494
01.01.01 4:02:20;11,4;77,373;95,944
01.01.01 4:02:30;3,3;81,306;95,971
01.01.01 4:02:40;1,1;84,359;95,863
01.01.01 4:02:50;1,7;85,31;94,345
01.01.01 4:03:00;2;77,583;91,163
01.01.01 4:03:10;2,2;77,423;92,588
01.01.01 4:03:20;10,2;77,653;94,112
01.01.01 4:03:30;11,9;83,51;89,228
01.01.01 4:03:40;11,1;82,459;88,18
01.01.01 4:03:50;7,6;79,159;86,59
01.01.01 4:04:00;2,2;78,236;90,751
01.01.01 4:04:10;11,2;80,379;88,815
01.01.01 4:04:20;0,2;84,585;87,909
01.01.01 4:04:30;3,1;80,063;84,609
01.01.01 4:04:40;7,1;79,683;85,612
01.01.01 4:04:50;10;84,597;84,785
01.01.01 4:05:00;6,4;80,854;80,752
01.01.01 4:05:10;3,6;84,272;83,392
01.01.01 4:05:20;1,4;79,36;83,009
01.01.01 4:05:30;6,2;79,029;79,278
01.01.01 4:05:40;5,7;81,727;80,458
01.01.01 4:05:50;8,4;84,514;79,211
01.01.01 4:06:00;7,9;81,851;77,12
01.01.01 4:06:10;11,9;81,085;76,834
01.01.01 4:06:20;9,1;80,072;78,093
01.01.01 4:06:30;7,4;83,353;76,029
01.01.01 4:06:40;3;79,859;75,024
01.01.01 4:06:50;8,4;80,929;74,442
01.01.01 4:07:00;2,8;77,258;72,461
01.01.01 4:07:10;7,7;79,269;74,063
01.01.01 4:07:20;7;85,058;71,588
01.01.01 4:07:30;1;85,286;73,239
01.01.01 4:07:40;3,6;80,849;72,302
01.01.01 4:07:50;1,8;77,748;70,751
01.01.01 4:08:00;3,4;81,477;68,1
01.01.01 4:08:10;6,2;81,195;68,614
01.01.01 4:08:20;10,5;84,771;67,922
01.01.01 4:08:30;8,4;78,868;68,16
01.01.01 4:08:40;10;35,538;68,254
01.01.01 4:08:50;2,9;33,302;66,641
01.01.01 4:09:00;5,3;33,77;63,889
01.01.01 4:09:10;4,3;34,904;62,82
01.01.01 4:09:20;3,1;35,815;65,756
01.01.01 4:09:30;7,9;35,875;64,997
01.01.01 4:09:40;5,9;32,865;62,522
01.01.01 4:09:50;4,9;34,09;60,462
01.01.01 4:10:00;10,1;34,58;61,151
01.01.01 4:10:10;1,3;35,222;59,664
01.01.01 4:10:20;7,8;35,412;61,662
01.01.01 4:10:30;8,1;33,309;58,179
01.01.01 4:10:40;0,4;35,336;57,273
01.01.01 4:10:50;1,9;32,876;60,082
01.01.01 4:11:00;1,6;34,456;56,213
01.01.01 4:11:10;9,2;33,789;58,004
01.01.01 4:11:20;4,3;33,331;58,305
01.01.01 4:11:30;1,9;35,905;56,447
01.01.01 4:11:40;9,7;34,978;55,326
01.01.01 4:11:50;5;34,085;56,279
01.01.01 4:12:00;9,6;34,485;56,013
01.01.01 4:12:10;10,4;33,824;52,371
01.01.01 4:12:20;0,6;33,6;54,271
01.01.01 4:12:30;10,9;33,977;51,475
01.01.01 4:12:40;4,7;34,115;51,815
01.01.01 4:12:50;9,8;35,723;51,4
01.01.01 4:13:00;2;36,031;51,691
01.01.01 4:13:10;4,2;34,868;50,742
01.01.01 4:13:20;7,5;32,799;49,984
01.01.01 4:13:30;2,3;35,049;48,934
01.01.01 4:13:40;0;32,973;48,698
01.01.01 4:13:50;11,2;33,294;47,738
01.01.01 4:14:00;4,8;33,588;48,27
01.01.01 4:14:10;1,4;35,807;46,898
01.01.01 4:14:20;0,6;34,952;46,046
01.01.01 4:14:30;3,3;32,941;45,821
01.01.01 4:14:40;1,3;32,899;45,9
01.01.01 4:14:50;8,4;35,963;45,192
01.01.01 4:15:00;4,8;33,756;45,741
01.01.01 4:15:10;4,4;35,496;44,214
01.01.01 4:15:20;2,6;35,125;44,495
01.01.01 4:15:30;3,1;35,774;43,4
01.01.01 4:15:40;5,5;33,834;42,913
01.01.01 4:15:50;4,6;35,456;42,218
01.01.01 4:16:00;6,6;33,16;42,763
01.01.01 4:16:10;9,4;35,894;41,39
01.01.01 4:16:20;3,2;32,963;41,124
01.01.01 4:16:30;7,3;35,152;41,785
01.01.01 4:16:40;11,1;35,693;41,269
01.01.01 4:16:50;5,5;35,824;40,389
01.01.01 4:17:00;0,2;33,053;39,855
01.01.01 4:17:10;2,1;34,608;38,988
01.01.01 4:17:20;3,7;33,326;38,928
01.01.01 4:17:30;9;34,86;39,932
01.01.01 4:17:40;7,8;33,527;39,071
01.01.01 4:17:50;4;34,577;38,446
01.01.01 4:18:00;2;35,921;38,013
01.01.01 4:18:10;0,3;35,556;37,67
01.01.01 4:18:20;3,5;34,871;37,064
01.01.01 4:18:30;5,8;34,084;37,776
01.01.01 4:18:40;4;34,287;35,874
01.01.01 4:18:50;10,5;32,944;36,327
01.01.01 4:19:00;6,3;35,083;35,94
01.01.01 4:19:10;0,6;32,884;36,268
01.01.01 4:19:20;11,7;33,251;34,983
01.01.01 4:19:30;11,8;32,88;34,146
01.01.01 4:19:40;7,5;32,872;33,598
01.01.01 4:19:50;2,4;33,13;34,473
01.01.01 4:20:00;0,6;34,859;32,881
01.01.01 4:20:10;2,5;33,042;33,675
01.01.01 4:20:20;0,5;33,209;33,852
01.01.01 4:20:30;4,4;35,352;32,449
01.01.01 4:20:40;1,7;34,044;32,836
01.01.01 4:20:50;5,7;34,979;32,517
01.01.01 4:21:00;7,9;35,672;32,506
01.01.01 4:21:10;4,7;34,997;30,703
01.01.01 4:21:20;1,2;33,557;30,623
01.01.01 4:21:30;5,7;35,92;30,178
01.01.01 4:21:40;6,9;35,427;30,963
01.01.01 4:21:50;11,7;36,064;30,362
01.01.01 4:22:00;9,9;34,4;29,362
01.01.01 4:22:10;4,3;33,379;28,939
01.01.01 4:22:20;2,2;35,543;29,512
01.01.01 4:22:30;1,5;35,15;28,498
01.01.01 4:22:40;2,8;36,025;28,802
01.01.01 4:22:50;9,4;34,3;28,696
01.01.01 4:23:00;6,4;34,345;27,736
01.01.01 4:23:10;11,1;33,135;27,367
01.01.01 4:23:20;10,6;33,84;27,612
01.01.01 4:23:30;9,2;36,088;27,561
01.01.01 4:23:40;2,5;35,953;27,346
01.01.01 4:23:50;4,7;35,13;26,812
01.01.01 4:24:00;2,8;34,704;25,749
01.01.01 4:24:10;11,1;35,269;25,856
01.01.01 4:24:20;10,3;33,589;25,462
01.01.01 4:24:30;4,3;33,983;26,111
01.01.01 4:24:40;1,9;32,693;25,56
01.01.01 4:24:50;7,5;33,601;25,472
01.01.01 4:25:00;4,6;33,886;25,363
01.01.01 4:25:10;8,3;34,175;24,549
01.01.01 4:25:20;3,1;33,862;24,774
01.01.01 4:25:30;5,2;34,614;24,586
01.01.01 4:25:40;9,5;34,641;23,324
01.01.01 4:25:50;9,8;35,134;22,979
01.01.01 4:26:00;0,7;34,017;23,863
01.01.01 4:26:10;3;33,825;22,865
01.01.01 4:26:20;11,3;34,289;22,952
01.01.01 4:26:30;3,8;35,635;22,092
01.01.01 4:26:40;9,3;36,075;22,615
01.01.01 4:26:50;0,1;33,403;22,267
01.01.01 4:27:00;7,3;34,732;22,142
01.01.01 4:27:10;6,3;32,657;22,123
01.01.01 4:27:20;8,1;33,817;22,201
01.01.01 4:27:30;10,3;33,146;21,979
01.01.01 4:27:40;9;35,238;21,234
01.01.01 4:27:50;3,2;34,343;21,188
01.01.01 4:28:00;3,7;35,284;20,425
01.01.01 4:28:10;2,7;33,594;20,336
01.01.01 4:28:20;9,8;34,335;20,128
01.01.01 4:28:30;3,8;33,822;20,171
01.01.01 4:28:40;4,3;34,744;19,986
01.01.01 4:28:50;9,7;32,905;19,632
01.01.01 4:29:00;0,6;35,217;19,764
01.01.01 4:29:10;12;35,348;19,36
